asset_id,source_path,type,category,import_status,used_in_scene,replacement_strategy,note
leg,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Leg1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
leg2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
leg3,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Light 1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Light 2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Light,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
light1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
light2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
light3,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
LightHouseRuins,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Lightning,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
line,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
loading,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
logger,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
LOGO 3000x3000,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
logunleashed,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
loyal,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
MAGICAL_BAR_1.1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
MAGICAL_BAR_1.2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
MAGICAL_BAR_1.3,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
MAGICAL_BAR_1.4,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
MAGICAL_BAR_1.5,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
MAGICAL_BAR_1.6,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
MAGICAL_BAR_1.7,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
MAGICAL_BAR_1.8,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Magical_Chain_1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Magical_Chain_2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Magical_Chain_3,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Magical_Chain_4,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
male 1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
male 2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
male 3,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
male 4,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
man 1 Clothes,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
MAN 1 Head,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Man 1 headLightning,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Man 1 Torso,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Man 1 TorsoLightning,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
man 1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
MAN 2 Hand,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
MAN 2 Torso,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
man 2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
man 2Stick,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
MAN 3,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
man 4 stick,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
man 4,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
man,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
man1 Hand,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
man1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Man1Clothes,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Man1Cos,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
man2 Hand,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
man2 Stick,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
man2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Man2Clothes,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Man2Cos,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
man3 hand,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
man3 head,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
man3 torso,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Man3Clothes,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Man3Cos,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
megaOrc,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
megaOrcEyes,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
megaOrcEyesGlow,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
megaOrcShadow,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Merchant,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
meteorShards,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Mid Pillar,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
minus,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Monk 1 Hands,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Monk 1.1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Monk 2 light,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Monk 2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Monk Light,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
monk,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
monk2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
monk2light,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Monk_cape,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Monk_Light,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Monk_Scarf,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Mount 1 Shadow,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Mount 1 trees,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
mount 1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
mount 2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
mount 3 shadow,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
mount 3 TREES,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
mount 3,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
mount 4 shadow,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
mount 4 trees,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
mount 4,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
mount 5 shadow,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
mount 5 TREES,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
mount 5,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
mount 6 Shadow,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
mount 6.1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
mount 6,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
mount,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
moustache 1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
moustache 2,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
moustache 3,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
moustache 4,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
moustache 5,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
moustache1,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
moustache3,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
moustache4,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
moustache5,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
mouth,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
neck,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
nekron,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Nekron_Hand,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Nekron_Hand_Blur,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
Nekron_TitanSWORD,D:\Tinh\The Bonfire 2 Uncharted Shores_191.5.6_APKPure.xapk_Decompiler.com\resources\com.xigmaGames.thebonfire2.apk\assets\bin\Data\data.unity3d,Sprite,Decoded,EXTRACTED,TownScene,UseReal,
